"icao","call_sign","time","lat","lon","baro_alt","geo_alt","velocity","heading","vertical_rate","diff_time","Time"
"4aaa15","SEJPU",1623061980,59.386962890625,18.0740661621094,403.86,495.3,64.7872726551825,200.449547610793,0,10,0.456081081081081
"4aaa15","SEJPU",1623061990,59.3815612792969,18.0702209472656,411.48,502.92,66.2355390495727,199.9831065219,-0.65024,10,0.45945945945946
"4aaa15","SEJPU",1623062000,59.3759307861328,18.0663757324219,403.86,495.3,66.3772323154267,198.996654155489,0.32512,10,0.462837837837838
"4aaa15","SEJPU",1623062010,59.3702102919756,18.0625652444774,411.48,502.92,67.1876468941483,198.296218393034,0.65024,10,0.466216216216216
"4aaa15","SEJPU",1623062020,59.3643912622484,18.0589662749192,419.1,510.54,67.2112767824149,196.909271810541,0.32512,10,0.469594594594595
"4aaa15","SEJPU",1623062030,59.3588562011719,18.0556640625,411.48,502.92,66.570325783207,196.614424489126,0.32512,10,0.472972972972973
"4aaa15","SEJPU",1623062040,59.353271484375,18.0519104003906,411.48,502.92,65.092922752534,199.867045007087,-0.65024,10,0.476351351351351
"4aaa15","SEJPU",1623062050,59.3475859043962,18.0479799467942,403.86,495.3,65.092922752534,199.867045007087,0,10,0.47972972972973
"4aaa15","SEJPU",1623062060,59.3422393798828,18.0441284179688,403.86,495.3,65.2695439788129,200.291767667994,0.32512,10,0.483108108108108
"4aaa15","SEJPU",1623062070,59.3364715576172,18.0401000976562,411.48,502.92,65.7523029981893,200.136303428248,0.32512,10,0.486486486486487
"4aaa15","SEJPU",1623062080,59.3310241699219,18.0359802246094,411.48,510.54,66.488777376996,201.801409486352,0.65024,10,0.489864864864865
"4aaa15","SEJPU",1623062090,59.3254735914327,18.0315951643319,403.86,502.92,65.9291648735949,202.963773059855,-0.32512,10,0.493243243243243
"4aaa15","SEJPU",1623062100,59.320026979608,18.0270490975216,403.86,495.3,65.534592892754,202.1354918781,-0.32512,10,0.496621621621622
"4aaa15","SEJPU",1623062110,59.3146269200212,18.0227871598868,411.48,502.92,65.0583545578279,202.306205054908,0.32512,10,0.5
"4aaa15","SEJPU",1623062120,59.3094130693856,18.0186199319774,411.48,502.92,65.3424889780845,201.71764378651,0,10,0.503378378378378
"4aaa15","SEJPU",1623062130,59.3037872314453,18.0141906738281,403.86,495.3,65.3424889780845,201.71764378651,0.32512,10,0.506756756756757
